id,title,content,source_url,major_category,middle_category,supplier_name,amount,currency,province,city,contact_name,email,phone_number,event_time,min_order,unit,supplier_address,created_at,updated_at
1,强森 冷挤压钢筋套筒 45号钢内外直螺纹建筑钢筋连接套筒 钢筋接头,产品特性：45#钢; 表面处理 抛光; 公称直径 37; 长度 62mm; 适用范围 建筑配件。,https://b2b.baidu.com/land?id=d0933c02cd2359412983d19f157b910110,手动工具,套筒,邯郸市强森紧固件制造有限公司,0.62,人民币:元,河北省,邯郸市,武云飞,1203110876@qq.com,13131027275,2025-07-22,1.0,件起,河北省邯郸市永年区飞宇螺丝大世界8排B19,2026-07-28 15:09:27,2026-08-04 11:02:28
18322,日本AAA研磨油石BLACK STONE硬质模具抛光打磨专用磨石,产品特性：BLACK STONE; 材质 SIC沙粒; 类别 研磨油石; 规格 盒装; 是否定制 否。,https://b2b.baidu.com/land?id=e1e81919abd91761c89fa4768d1dece010,磨具磨料,磨石,沈阳富准商贸有限公司,8.10,人民币:元,辽宁省,沈阳市,刘经理,liusen@bestooling.com,17602445186,2025-07-23,1.0,支,辽宁省沈阳市铁西区佰世雅阁,2026-07-28 15:09:27,2026-08-04 11:02:28
18323,锦仑 树脂SDC油石条 实心无柄型磨石 钻石油石珩磨条 磨铜阀体转用,产品特性：进口 否; 数量 530 个; 长度 100; 直径 100; 厚度 10。,https://b2b.baidu.com/land?id=e152429bab3102b21f75a2edc50b252910,磨具磨料,磨石,河南锦仑超硬材料有限公司,70.00,人民币:元,河南省,郑州市,王小姐,2262046822@qq.com,17700607986,2025-07-23,10.0,支,河南省郑州市上街区上街区孵化楼413,2026-07-28 15:09:27,2026-08-04 11:02:28
18324,山河研磨材料 磨石金刚石用 高强度 白刚玉耐磨砂,产品特性：卖地 全国; 范围 600～1500目; Na2O 0.28％; 支持批发 是; 材质 氧化铝。,https://b2b.baidu.com/land?id=053de228f2915e90d242416e4478106d10,磨具磨料,磨石,郑州山河研磨材料有限公司,5.00,人民币:元,河南省,焦作市,王经理,1328219861@qq.com,15538165639,2025-07-23,1.0,千克,河南省焦作市武陟县磨料磨具产业基地一期E区1-3号,2026-07-28 15:09:27,2026-08-04 11:02:28
18325,环氧地坪 防静电 水晶 防滑 水性 磨石 自流 采砂 厂房无尘车间商场停车场,产品特性：勇忻; 耐冲压性 抗冲压; 耐磨性 耐磨性好; 耐酸碱性 抗酸性强; 平整度 5mm。,https://b2b.baidu.com/land?id=f6f78ae644c7ff51b4275c7ba996147710,磨具磨料,磨石,上海勇忻建筑装饰工程有限公司,35.00,人民币:元,上海市,上海市,薛经理,508461887@qq.com,18717725708,2025-07-23,1.0,平方米,上海市青浦区白鹤镇塘湾村342号,2026-07-28 15:09:27,2026-08-04 11:02:28
18326,超平建材抗压性好无机磨石地坪清洁方便 标准绿厂家供应,产品特性：强度 强MPa; 耐磨性 极好; 耐酸碱性 好; 颜色 多种可选; 品名 地坪。,https://b2b.baidu.com/land?id=36933c5f6fd6500230f06c5a81b4b60d10,磨具磨料,磨石,上海迈智特环保科技有限公司,15.00,人民币:元,上海市,上海市,洪先生,13755601588@139.com,15821359966,2025-07-23,1.0,平方米,上海市奉贤区青工路268号2幢,2026-07-28 15:09:27,2026-08-04 11:02:28
18327,环氧磨石艺术地面-环氧磨石地面系统-客聪金磨石材料厂家,产品特性：强度 50cm; 耐压实验 涂层无损坏; 感官评估(CCFRAmethodTESS-002) 无异味; 产地 上海; 品牌 客聪。,https://b2b.baidu.com/land?id=e676f673c73b0cf4b3c58f4e5409eee510,磨具磨料,磨石,上海客聪建筑科技集团有限公司,25.00,人民币:元,上海市,上海市,侯相前,dinaili@163.com,13601984044,2025-07-23,200.0,平方米,上海市浦东新区上海客聪建筑科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
18328,利达宏业 环氧磨石 新型环氧金艺术地坪施工 整体无缝不渗漏,产品特性：强度 99.911％MPa; 耐冲压性 99.911％; 耐磨性 <0.02; 耐酸碱性 99.911％; 平整度 99.911％mm。,https://b2b.baidu.com/land?id=62f84b77205bc02f390b9f2dce53c7ca10,磨具磨料,磨石,河北利达宏业科技有限公司,25.00,人民币:元,衡水市,衡水市,王经理,1668013729@qq.com,18603182263,2025-07-23,1.0,平方米,衡水市胜利西路2589号,2026-07-28 15:09:27,2026-08-04 11:02:28
18329,现浇水磨石地面施工 无机磨石 专业施工团队 快速完工 诺文地坪,产品特性：压性 优; 耐磨性 耐磨; 耐酸碱性 优; 颜色 定制; 货号 YRL。,https://b2b.baidu.com/land?id=a0a1d76f2f2516cb3243a3e9a2b84e9810,磨具磨料,磨石,杭州诺文地坪材料有限公司,80.00,人民币:元,浙江省,杭州市,何总,3239339889@qq.com,15306716828,2025-07-23,1.0,袋,浙江省杭州市萧山区杭州诺文地坪材料有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
18330,祥石 预制水磨石地砖 医院商场地面成品磨石预制板 品类花色齐全,产品特性：预制水洗石; 含水率 23％; 抗弯强度 31MPa; 抗压强度 110MPa; 适用范围 酒店、学校、商场、地铁、医院等。,https://b2b.baidu.com/land?id=f9027a901328ed22b87f8b78a05a7c4f10,磨具磨料,磨石,临沂祥石建材有限公司,100.00,人民币:元,山东省,临沂市,祥石,2323606070@qq.com,19953964111,2025-07-23,1.0,平方米,山东省临沂市兰陵县硅基新材料产业园祥石建材有限公司2楼,2026-07-28 15:09:27,2026-08-04 11:02:28
18331,无机纳米硅磨石地坪 工业和商业地 坪 环氧精磨石地 坪材料,产品特性：压性 强; 耐磨性 强; 耐酸碱性 强; 颜色 可定制; 产品名称 无机纳米硅磨石地坪。,https://b2b.baidu.com/land?id=a4da99ad12cd1e8d06d396982559aea710,磨具磨料,磨石,成都振邦浩雄建筑工程有限公司,63.00,人民币:元,四川省,成都市,何总,1175130300@qq.com,15882299729,2025-07-23,1.0,平方米,四川省成都市万科路9号1栋2单元9层915号,2026-07-28 15:09:27,2026-08-04 11:02:28
18332,现浇无机磨石 水磨石地砖台面地面墙面加工定制,产品特性：康保美; 规格 无机磨石25KG/袋（不同的型号价格不同）; 硬度 良; 杂质 良; 颜色 支持定制。,https://b2b.baidu.com/land?id=9f44a9ba3d2ef8add01b6b73c6d095d710,磨具磨料,磨石,东莞市康之美建材科技有限公司,19.00,人民币:元,广东省,东莞市,刘小姐,870657362@qq.com,13392304923,2025-07-23,1.0,千克,广东省东莞市东莞市康之美建材科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
18333,现浇艺术水磨石地面 无机晶魔石地坪 无缝耐磨 母料不开裂 PIBOND,产品特性：压性 60; 耐磨性 350; 平整度 2; 颜色 随意定制免费提供样品; 施工工艺 水磨石施工方案。,https://b2b.baidu.com/land?id=aed8e67406181bb3a1a370a133ab8f5510,磨具磨料,磨石,杭州湃邦无机磨石新材料有限公司,89.00,人民币:元,浙江省,杭州市,高亮,43398659@qq.com,17767114311,2025-07-23,1.0,平方米,浙江省杭州市临平区学成府15-101湃邦无机水磨石体验馆,2026-07-28 15:09:27,2026-08-04 11:02:28
18334,芃嘉 金相 制样切割砂轮片 金属分析专用切割片 规格齐全,产品特性：切割砂轮片; 材质 多种; 类别 多种; 规格 200～400mm; 是否定制 是。,https://b2b.baidu.com/land?id=46176729623a5c298f1b0576707eb3eb10,磨具磨料,切割片,天津金相检测科技有限公司,12.00,人民币:元,天津市,天津市,崔振前,shdifeng@126.com,13312189158,2025-07-23,10.0,片,天津市滨海新区大港东环路838号,2026-07-28 15:09:27,2026-08-04 11:02:28
18335,泓睿达机器人厚片吸塑五轴修边加工中心 汽车内饰切割 消失模具雕铣,产品特性：重量（KG） 1267; 雕刻尺寸 2.7*2; 实测工作功率 2.5KW; 切割主轴 9KW换刀; 台面尺寸 960,https://b2b.baidu.com/land?id=3c176c9f2feba220906f7f507bfb022310,磨具磨料,切割片,深圳市泓睿达科技有限公司,11.50,人民币:元,,,肖先生,286707529@qq.com,18929285548,2025-07-23,1.0,台,林中一街23号23号,2026-07-28 15:09:27,2026-08-04 11:02:28
18336,铂锐机械 高精密剖片机 海绵平切机切割过滤棉误差0.1mm精度高,产品特性：过滤棉平切机切割成薄片; 适用原料 聚氨酯海绵等各种高分子材料切片; 型号 BR-PK; 电流 交流电; 切割厚度 0.14-200mm,https://b2b.baidu.com/land?id=a4341159327dc614f4a85cb7979ced5b10,磨具磨料,切割片,东莞铂锐精密机械有限公司,1002.00,人民币:元,,,,,,2025-07-23,1.0,台,,2026-07-28 15:09:27,2026-08-04 11:02:28
18337,艾尔法 石英光学玻璃片现货 JGS1 镀膜基片 石英玻璃激光切割,产品特性：名称 石英玻璃; 型号 0.5; 莫氏硬度 6.5; 耐热温度 1200; 热稳定性 200/800,https://b2b.baidu.com/land?id=77f403a82400e22b801dfa821785413110,磨具磨料,切割片,东海县艾尔法石英制品有限公司,10.00,人民币:元,,,,,,2025-07-23,1.0,片,,2026-07-28 15:09:27,2026-08-04 11:02:28
18338,地面水磨石 耐腐蚀有机磨石材料厂家 可按需定制,产品特性：一公斤; 材质 无机材料; 防护效果 防水; 防护用途 防裂; 规格 2400*1600mm。,https://b2b.baidu.com/land?id=40e4fa770cff091dc190287fe5fe937210,磨具磨料,磨石,四川西敦新型材料科技有限公司,36.00,人民币:元,四川省,广元市,陈女士,373609522@qq.com,15196621016,2025-07-23,1.0,平方米,四川省广元市朝天区四川晟垲荃新型材料科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
18339,铺路造景用 枯山水磨石 瓜子片碎石子黑色砾石,产品特性：密度 2.6kg/m³; 堆积密度 1.5kg/m³; 规格 齐全mm; 含水率 0.2％; 坚固性指标 7MPa。,https://b2b.baidu.com/land?id=12ced53ab9cff3dd9d58d00611cb5af210,磨具磨料,磨石,灵寿县硕隆矿产品加工厂,350.00,人民币:元,河北省,石家庄市,张经理,744544624@qq.com,18833924994,2025-07-23,1.0,吨,河北省石家庄市灵寿县鲁柏山村三岔路口西行300米,2026-07-28 15:09:27,2026-08-04 11:02:28
18340,山龙 65Mn弹簧钢带 发蓝弹簧钢片 SK5带钢 激光切割加工,产品特性：可定尺; 加工服务 硬度，规格，可定制; 计重方式 过磅; 配送服务 配送到厂; 材质 65Mn。,https://b2b.baidu.com/land?id=1b28161f99be8a7823fcbf53656916a410,磨具磨料,切割片,新余市山龙带钢有限公司,5400.00,人民币:元,江西省,新余市,简向荣,13807909915@139.cnm,15579036666,2025-07-23,1.0,吨,江西省新余市渝水区新余市山龙带钢有限公司江西省新余市渝水区良山镇工业大道,2026-07-28 15:09:27,2026-08-04 11:02:28
18341,永磁电动机磁钢 N48SH烧结铁氧体 耐高温圆形带孔式吸铁磁 支持定制,"产品特性：支持加工定制 是; 发货地 上海; 适用范围 磁材铁氧体,开槽切断片; 是否支持定制 是; 加工定制 是",https://b2b.baidu.com/land?id=5071539c294e9ae3b36277bc6c20460210,磨具磨料,切割片,上海裕磁电子有限公司,1.25,人民币:元,,,董经理,richmag@163.com,13764305302,2025-07-23,1.0,个,金山区学府路1800弄76号,2026-07-28 15:09:27,2026-08-04 11:02:28
18342,雄泰 石英玻璃切割 定制方形视镜窗口片光学镜片 打孔开槽异形石英件,产品特性：卫生、化工、实验、光伏、半导; 产品名称 石英玻璃加工切割; 特性 高纯度热稳定性抗腐蚀性; 规格 0.1mm~700mm; 适用范围 照相器材、仪器仪表、光学仪器。,https://b2b.baidu.com/land?id=d74789285b90dbf28d35509f1ebc6a9110,磨具磨料,切割片,连云港雄泰石英科技有限公司,9.00,人民币:元,江苏省,连云港市,杨先生,946808028@qq.com,18036593290,2025-07-23,1.0,件,江苏省连云港市东海县连云港雄泰石英科技有限公司范埠村范埠小学东100米,2026-07-28 15:09:27,2026-08-04 11:02:28
18343,一诺金304拉丝不锈钢板123456mm厚钢板定制面板片铁板激光切割,产品特性：支持加工定制 是; 表面类型 2B 拉丝 镜面; 规格 0.8mm; 厚度 0.8mm; 加工服务 冲孔 折弯 开平。,https://b2b.baidu.com/land?id=f5338c065173f88f319c104c24ca762d10,磨具磨料,切割片,江苏一诺金特钢有限公司,9.00,人民币:元,江苏省,无锡市,衣欣如,1146618399@qq.com,13196509396,2025-07-23,1.0,千克,江苏省无锡市锡山区芙蓉钢材市场院内,2026-07-28 15:09:27,2026-08-04 11:02:28
18344,1050/5052铝圆片 椭圆片 可冲压拉伸 切割加工延伸率好,产品特性：灯具、炊具、拉伸件、冲压机; 颜色 铝原色; 可否定制 是; 加工周期 3-5天左右; 品名 铝圆片。,https://b2b.baidu.com/land?id=1b3417d803659343bac1f29338e1192110,磨具磨料,切割片,山东迈邦铝业有限公司,12.50,人民币:元,山东省,聊城市,张经理,474679484@qq.com,18763539777,2025-07-23,1.0,千克,山东省聊城市东昌府区山东迈邦铝业有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
18345,激光切割超厚铝合金板1.0 2.0 3.0 4.0 5.0MM 7075-T6摩擦铝片,产品特性：金属制品 建筑 电子配件 垫片 五金机械; 公差 0.1; 颜色 本色; 可否定制 是; 适用星级 五星。,https://b2b.baidu.com/land?id=3add3a0b22131a14115f5a9d54acc01210,磨具磨料,切割片,深圳市斯瑞特金属材料有限公司,24.00,人民币:元,广东省,深圳市,钱紫红,szsrtjs@163.com,18320740099,2025-07-23,5.0,千克,广东省深圳市宝安区松岗第二工业村西坊工业区B栋,2026-07-28 15:09:27,2026-08-04 11:02:28
18346,硬质铝合金锯片批发定制各种铝型材圆盘切割片铝用刀具,产品特性：355*2.0*25.4*100; 材质 合金; 类别 切铝锯片; 规格 355*2.0*25.4*100; 是否定制 是。,https://b2b.baidu.com/land?id=8c7cafa3820342c41e830b7d03c4ecd310,磨具磨料,切割片,昆山昊腾鑫机械有限公司,1100.00,人民币:元,江苏省,苏州市,饶小姐,Info@kshtx.com,13382542855,2025-07-23,1.0,片,江苏省苏州市昆山市玉山镇模具路169号,2026-07-28 15:09:27,2026-08-04 11:02:28
18347,石材切割片刀头 供应金刚石材切割工具 飞锋刀头,产品特性：进口 否; 数量 1000 个; 长度 可定制; 直径 可定制; 材质 金刚石材质。,https://b2b.baidu.com/land?id=4ec3a3bbe3d37a36244bb0b681687d7b10,磨具磨料,切割片,南安市飞锋金刚石工具有限公司,6.60,人民币:元,福建省,泉州市,邓亮,303787054@qq.com,13489235488,2025-07-23,1.0,片,福建省泉州市南安市飞锋金刚石工具厂福建省南安市水头镇大盈桥美田坂38号,2026-07-28 15:09:27,2026-08-04 11:02:28
18348,304不锈钢垫片 超薄垫圈 U型E型间隙平垫片 激光切割定制加工,产品特性：进口 否; 是否尾料 否; 材质 不锈钢; 产品表面描述 光滑无毛刺; 规格 0.02mm,https://b2b.baidu.com/land?id=c373ada87756953e21e8607700c40d6f10,磨具磨料,切割片,东莞市鑫锋航金属材料有限公司,1.00,人民币:元,,,傅经理,13377771117@163.com,13377771117,2025-07-23,1.0,件,太安路长安段25号1301室,2026-07-28 15:09:27,2026-08-04 11:02:28
18349,金刚石锯片定做 木工专用镶刀头圆形切割片 FUJIRESAW品牌 工厂,"产品特性：金刚石锯片; 材质 金刚石; 类别 木工锯片; 规格 300*30*3.2*72T,200*30*3.2*36T/48T,350*30*3.2*54T/72T,350*30*3.2*84T/96T,350*40*4.4*48T/54T,300*30*3.2*48T/60T,按需定制; 是否定制 是",https://b2b.baidu.com/land?id=31ea098832b27532cf9d1c9ef2a1a36d10,磨具磨料,切割片,昆山丰金锐刀具厂,1500.00,人民币:元,,,,,,2025-07-23,1.0,片,,2026-07-28 15:09:27,2026-08-04 11:02:28
18350,锐丰超硬金刚石锯片切割片砂轮片金相专用青铜烧结锯片180mm200,产品特性：M1A1R-180250; 材质 金刚石; 类别 金刚石切割片; 规格 D180T1.0H25.4X7E0.8; 是否定制 是。,https://b2b.baidu.com/land?id=28744e977396e0c3c97f765760ed89f910,磨具磨料,切割片,郑州锐丰超硬材料有限公司,160.00,人民币:元,河南省,郑州市,叶经理,519851053@qq.com,18117002521,2025-07-23,1.0,片,河南省郑州市上街区奥克斯智造产业城A02,2026-07-28 15:09:27,2026-08-04 11:02:28
18351,铝箔卷材片材 多系列铝 工业用 可激光切割可折件 1060/1235/8011铝箔,产品特性：标准; 粒度 2.7μm; 功率 100％; 铝箔用途 食品包装、药用、精密仪表; 性能 多,https://b2b.baidu.com/land?id=fd5dfd978afbc05a2bc8e33209bee34410,磨具磨料,切割片,上海锴信金属制品有限公司,18.00,人民币:元,,,冯亚男,shkaixin1@163.com,15921950273,2025-07-23,50.0,千克,奉金路559号2幢,2026-07-28 15:09:27,2026-08-04 11:02:28
18352,65mn弹簧钢带耐磨弹簧钢板激光切割弹簧钢片高弹性高韧性弹簧钢条,产品特性：65mn; 规格 0.1-10mm; 加工定制 是; 计重方式 过磅; 产品颜色 白色。,https://b2b.baidu.com/land?id=5f78ccdb3858aec69d46d21d7f10f58210,磨具磨料,切割片,东莞市粤港模具钢材有限公司,9.00,人民币:元,广东省,东莞市,康超凡,691401995@qq.com,13312988177,2025-07-23,10.0,千克,广东省东莞市粤港金属长安镇振安中路471号,2026-07-28 15:09:27,2026-08-04 11:02:28
18353,光伏硅片切割片用钨基金刚丝 耐高温腐蚀 直径更小可定制加工,产品特性：支持加工定制 是; 材质 纯钨、钨合金; 规格 定制mm; 光洁度 A级; 纯度 99.95％。,https://b2b.baidu.com/land?id=4e420da3042e1995a10638a0f0ef6d9b10,磨具磨料,切割片,洛阳迈特威新材料科技有限公司,100.00,人民币:元,河南省,洛阳市,陈经理,monfils.chen@mtwkj.com,19937270651,2025-07-23,10.0,件,河南省洛阳市涧西区东马沟工业园36/2区,2026-07-28 15:09:27,2026-08-04 11:02:28
18354,氧化铝管开槽切断 陶瓷小件 结构件 专用超薄金刚石切割片 锋利耐用,产品特性：1A1R; 材质 金刚石; 类别 切割; 规格 125*0.5*31.75; 是否定制 是。,https://b2b.baidu.com/land?id=15dc4ca8ffd26a3ca14ab263012831fa10,磨具磨料,切割片,郑州宏飞超硬材料有限公司,180.00,人民币:元,河南省,郑州市,刘梦,hengfeixbc@163.com,18838929842,2025-07-23,50.0,片,河南省郑州市上街区奥克斯智造产业城-A08栋,2026-07-28 15:09:27,2026-08-04 11:02:28
18355,350闪光蓝小孔大理石锯片 工地矿山锋利石材 快速切割片,产品特性：DN350闪光蓝小孔大理石锯片; 材质 金刚石; 类别 大理石锯片; 规格 200~1000mm; 是否定制 是。,https://b2b.baidu.com/land?id=6a516e29aeb85d45c1f04b262ddceba110,磨具磨料,切割片,湖北攀峰钻石科技有限公司,205.00,人民币:元,湖北省,鄂州市,张哲豪,glenn@pftool.com,19807110799,2025-07-23,1.0,件,湖北省鄂州市鄂城区湖北攀峰钻石科技有限公司湖北省鄂州市临空经济区鄂黄大桥路6号(市党校东侧),2026-07-28 15:09:27,2026-08-04 11:02:28
18356,实验室切割用金刚石锯片金相切割机切割片耐磨锋利超薄定制 锋芒,产品特性：1A1R; 材质 金刚石; 类别 金相切割片; 规格 200*1*12.7; 是否定制 是。,https://b2b.baidu.com/land?id=54fbcc2ac1983abcd37f099be87cdb1810,磨具磨料,切割片,郑州锋芒超硬精密工具有限公司,20.00,人民币:元,河南省,郑州市,易富炯,554090807@qq.com,13838387257,2025-07-23,1.0,片,河南省郑州市上街区奥克斯智造产业城奥克斯智造产业城,2026-07-28 15:09:27,2026-08-04 11:02:28
18357,金钻 金刚石切割片 硬质合金专用锯片 定做产品,产品特性：1A1R; 材质 金刚石树脂片; 类别 金刚石树脂片; 规格 159*1.0*31.75; 是否定制 是。,https://b2b.baidu.com/land?id=45c6b70d725a84a72c3cb2f52395488b10,磨具磨料,切割片,郑州金钻金刚石工具有限公司,90.00,人民币:元,河南省,郑州市,张春芝,3218834907@qq.com,13383822821,2025-07-23,5.0,片,河南省郑州市中原区企业公园1号楼2单元3楼西户,2026-07-28 15:09:27,2026-08-04 11:02:28
18358,凯迪志 高纯度钨圆片 线切割薄钨圆 磨光钨圆 3N5钨片,产品特性：W1; 重量 按照规格kg; 材料 钨; 含量 99.95％; 杂质 0.001。,https://b2b.baidu.com/land?id=778ac868ac6195dc81171b2b97eedc8110,磨具磨料,切割片,宝鸡凯迪志金属材料有限公司,200.00,人民币:元,陕西省,宝鸡市,马经理,sales006@kaidizhimetal.com,18700756653,2025-07-23,1.0,件,陕西省宝鸡市高新开发区天王镇供销市场D区4号,2026-07-28 15:09:27,2026-08-04 11:02:28
18359,黄铜垫片紫铜垫圈 超薄平垫圈间隙片铜板铜带激光切割铜介子定制,产品特性：广泛; 重量 理计理算 实际过磅; 导电率 85; 加工定制 是; 特性 密封、耐腐蚀、耐高温、耐高压。,https://b2b.baidu.com/land?id=28a55cf7088c61a6605ad24a14aaac3d10,磨具磨料,切割片,东莞市粤德利金属材料有限公司,1.00,人民币:元,广东省,东莞市,杨先生,yuedelijinshu@163.com,13377741188,2025-07-23,1.0,件,广东省东莞市宵边工业园,2026-07-28 15:09:27,2026-08-04 11:02:28
18360,钻煌金相切割机切割片 国产金刚石切割片 现货切割砂轮 规格齐全,产品特性：ZH014; 材质 金刚石; 类别 青铜烧结; 规格 200*1.0*25.4; 是否定制 否。,https://b2b.baidu.com/land?id=343564c1734f0a2cf1523911770a86fd10,磨具磨料,切割片,郑州钻煌超硬材料有限公司,200.00,人民币:元,河南省,郑州市,叶培成,243914013@qq.com,15515742616,2025-07-23,1.0,片,河南省郑州市上街区郑州钻煌超硬材料有限公司郑州市上街区许昌路167号,2026-07-28 15:09:27,2026-08-04 11:02:28
18361,按需切割38度彩色EVA发泡泡棉 聚乙烯闭孔泡沫板 海绵切片diy片材,产品特性：支持加工定制 是; 是否进口 否; 材质 EVA; 加工贸易形式 自产自销; 颜色 彩色。,https://b2b.baidu.com/land?id=8dfa8d143b89d3e73afb7f105d8fe77e10,磨具磨料,切割片,佛山市牧之包装材料有限公司,0.47,人民币:元,广东省,佛山市,吴生,879317988@qq.com,13066462326,2025-07-23,1000.0,PCS,广东省佛山市顺德区葛岸工业大道,2026-07-28 15:09:27,2026-08-04 11:02:28
18362,光学工厂硫化锌透镜窗口片楔形件晶体红外激光切割机高精镜片实验,产品特性：支持加工定制 是; 是否进口 否; 波长范围 可定制; 材料 硫化锌; 材质 硫化锌。,https://b2b.baidu.com/land?id=6f7d1aa7d909cdb05e1c6b2c4c3f2bb410,磨具磨料,切割片,沈阳简一精密光电有限公司,150.00,人民币:元,辽宁省,沈阳市,杜经理,17786751824@163.com,17786751824,2025-07-23,1.0,件起,辽宁省沈阳市和平区金科大厦沈阳市和平区文化路19号,2026-07-28 15:09:27,2026-08-04 11:02:28
18363,如意宇宙切割片超薄 107*1.2*16 工业级 不绣钢金属铜铝铁专用 不发黑,产品特性：107; 材质 增强树脂; 类别 切片磨片; 规格 107X1.2X16; 是否定制 是,https://b2b.baidu.com/land?id=6ff912533387f65cddc8d93d9b3043df10,磨具磨料,切割片,北京市如意宇宙磨料磨具有限公司,0.50,人民币:元,,,赵经理,634694529@qq.com,13911754969,2025-07-23,50.0,片,北京北京,2026-07-28 15:09:27,2026-08-04 11:02:28
18364,桌面型三轴点胶机331单工位针筒式自动滴胶机胶水油墨涂胶机设备,产品特性：支持加工定制 是; 功率 350W; 空气源 0.1-0.7MPA; 吐出量 0.001ml; 吐出时间调节 1s。,https://b2b.baidu.com/land?id=5a97546dee74320fcf506eb8b65509c010,服装加工设备,点胶机,广东飞思达自动化设备有限公司,6000.00,人民币:元,广东省,东莞市,易先生,Grrrfcu@163.com,17727687968,2025-07-23,1.0,台,广东省东莞市松湖智谷科创中心-D3栋,2026-07-28 15:09:27,2026-08-04 11:02:28
18365,武藏SUPERJET 2非接触式喷射型点胶机 超粘度 微量点胶 亚哲,产品特性：支持加工定制 否; 吐出时间调节 0.01s; 用途范围 半导体，液晶，电子，医疗; 型号 SUPERJET 2; 配件 请咨询本公司营业部门。,https://b2b.baidu.com/land?id=19be2610afb4ddf22b95eac1cac6ae9410,服装加工设备,点胶机,上海亚哲电子科技有限公司,1.90,人民币:元,上海市,上海市,何经理,le@yuanyushan.com.cn,18917628819,2025-07-23,1.0,件,上海市闵行区罗阳路168号A座103室,2026-07-28 15:09:27,2026-08-04 11:02:28
18366,洪古油压烟片橡胶切割机 立式天然胶龙门剪 自动切胶机800型,产品特性：刀行程 700; 切胶力 30kN; 切胶行程时间 30Ss; 样式 立式; 运行方式 液压。,https://b2b.baidu.com/land?id=a628030d40973419aa1dc2e6eb55bc5710,磨具磨料,切割片,邢台市洪古机械制造有限公司,5200.00,人民币:元,河北省,邢台市,李经理,15175993330@163.com,15175993330,2025-07-23,1.0,件起,河北省邢台市任泽区邢湾工业区856号,2026-07-28 15:09:27,2026-08-04 11:02:28
18367,励成 电动工具灌胶机生产 精密自动点胶 自动上料,产品特性：支持加工定制 是; 是否进口 否; 外形尺寸 1100*1200*1450mm; 型号 LC-7710A; 重量 330kg。,https://b2b.baidu.com/land?id=9de19ea99b4cc1bad91c4a3484618d2610,服装加工设备,点胶机,东莞市励成智能科技有限公司,5.00,人民币:元,广东省,东莞市,周先生,2602087605@qq.com,13425189263,2025-07-23,1.0,台,广东省东莞市东莞市励成智能科技有限公司,2026-07-28 15:09:27,2026-08-04 11:02:28
18368,全景视觉点胶机 品速双组份AB胶全自动点胶机械 环氧树脂灌胶机设备,产品特性：支持加工定制 是; 功率 2500W; 空气源 0.5-0.8MPA; 吐出量 0.01ml; 吐出时间调节 0.01（S）s,https://b2b.baidu.com/land?id=06e5aa1858d7d091678dc586efbbfbf710,服装加工设备,点胶机,深圳市品速科技有限公司,1025.00,人民币:元,,,,,,2025-07-23,1.0,台,,2026-07-28 15:09:27,2026-08-04 11:02:28
18369,瓶盖点胶机 打胶机10KG自动喷胶机 全套定做化妆品盖子气泵热熔胶机,产品特性：JAW8010E; 物料类型 气泵10; 加工定制 否; 材料 各种瓶盖; 推荐型号 10KG。,https://b2b.baidu.com/land?id=bef93ed322c33a903683ba83b2787fd610,服装加工设备,点胶机,山东津佳旺包装机械有限公司,1.13,人民币:元,山东省,济南市,李明,99477594@qq.com,18822281928,2025-07-23,1.0,台,山东省济南市历城区华信路3号鑫苑鑫中心7号楼历城金融大厦2105A6,2026-07-28 15:09:27,2026-08-04 11:02:28
18370,德国vermes压电阀 3280超精准高粘度喷射点胶阀,产品特性：MDV3280; 名称 压电阀; 功率 500W; 吐出频率 300次/分; 最小吐出量 0.001ml,https://b2b.baidu.com/land?id=e534033a711f036b29270a074a5a981310,服装加工设备,点胶机,深圳市微点流体技术有限公司,2.99,人民币:元,,,严先生,qian@szwdlt.com.cn,18819365768,2025-07-23,1.0,套,丽荣路5号伟华达工业园E栋六楼601,2026-07-28 15:09:27,2026-08-04 11:02:28
18371,双组份 AB 环氧树脂 聚氨酯 硅胶 全自动真空灌胶机 点胶机 注胶机,产品特性：型号 SMART-VC-2A; 设备尺寸 1700*1100*2200mm; 重量 约500kg; 设备电源 380V 50Hz; 使用功率 约6Kw。,https://b2b.baidu.com/land?id=46d1a562829a822bf6414ef5a076f06610,服装加工设备,点胶机,东莞市冠骄机械有限公司,5.00,人民币:元,广东省,东莞市,张经理,googio@googio.cn,13078832773,2025-07-23,1.0,台,广东省东莞市光辉智谷B栋九楼,2026-07-28 15:09:27,2026-08-04 11:02:28
